timeSpread,TOF,spatialSpread,E1,E2
2605.99999999,135.368,17.1,1.62,3.09
2605.99999999,131.761,17.7,1.37,3.79
2606.40000002,139.142,16.7,1.53,2.93
2606.40000002,138.402,16.1,1.54,2.97
2606.40000002,138.046,17.5,1.25,3.45
2606.50000001,159.207,15.6,1.16,2.25
2606.60000001,139.217,17.4,1.23,3.39
2608.00000001,207.578,10,0.58,1.48
2608.00000001,162.615,15.3,1.11,2.16
2608.6,131.26,17.8,1.38,3.82
2608.7,286.234,7.6,0.31,0.77
2608.7,182.642,11.7,0.86,1.74
2608.90000001,185.01,12.2,0.72,1.88
2609.69999999,141.876,16.5,1.47,2.82
2609.90000001,128.457,17.9,1.44,3.99
2610.1,156.283,15.1,1.2,2.34
2610.1,137.443,16.9,1.57,3
2611,134.793,17.6,1.31,3.62
2611.40000001,135.336,17.6,1.3,3.59
2612.30000001,194.944,11.9,0.65,1.69
2612.4,163.343,15.2,1.1,2.14
2612.70000001,153.711,15,1.24,2.42
2612.9,125.198,18.4,1.91,3.59
2612.9,123.042,19.4,1.99,3.7
2613,130.342,17.3,1.75,3.33
2613.09999999,144.796,16.3,1.41,2.71
2613.09999999,126.478,18.3,1.87,3.52
2613.20000001,185.101,12.3,0.84,1.69
2614.20000001,139.615,16.7,1.52,2.91
2614.20000001,136.729,16.3,1.58,3.04
2614.69999998,128.418,17.9,1.81,3.42
2614.70000001,255.766,8.7,0.43,0.9
2614.99999999,181.23,12.2,0.75,1.96
2615.4,159.916,15.6,1.15,2.23
2615.4,135.426,16.2,1.61,3.1
2615.4,133.206,17.8,1.34,3.71
2615.60000001,133.729,17.7,1.33,3.68
2615.70000001,210.542,9.9,0.64,1.32
2616.3,140.076,16.7,1.51,2.89
2616.70000003,264.885,8.4,0.4,0.84
2616.8,152.163,15.8,1.04,2.82
2616.90000002,134.258,17.7,1.32,3.65
2617.00000001,245.641,9.8,0.47,0.97
2617.2,167.88,13,0.87,2.29
2617.3,219.079,10.3,0.52,1.33
2617.3,135.803,17.1,1.61,3.07
2617.89999999,164.107,15.3,1.09,2.12
2618.09999998,184.346,12.8,0.85,1.7
2618.29999999,130.277,17.9,1.4,3.88
2618.80000002,128.789,18,1.8,3.4
2618.89999999,130.766,17.8,1.39,3.85
2618.9,127.8,18.1,1.83,3.45
2619.1,148.273,15.8,1.34,2.59
2619.30000002,144.107,15.9,1.42,2.74
2619.70000003,166.846,13.1,0.88,2.32
2620.39999998,140.924,17.4,1.2,3.31
2621.20000002,142.376,16.5,1.46,2.8
2621.30000002,141.546,17.4,1.19,3.28
2621.40000001,129.795,17.9,1.41,3.91
2621.6,132.989,17.2,1.68,3.2
2621.69999999,137.898,16.9,1.56,2.98
2621.90000001,137.177,16.3,1.57,3.02
2621.90000001,123.635,18.5,1.96,3.68
2622.40000001,137.472,17.6,1.26,3.48
2622.69999999,165.831,13.2,0.89,2.35
2623,156.407,14.9,0.99,2.66
2623.5,126.524,17.6,1.86,3.53
2623.69999999,135.862,16.2,1.6,3.08
2623.9,154.346,15,1.23,2.4
2624,183.628,12.3,0.73,1.91
2624.09999999,152.946,15.7,1.03,2.79
2625.4,140.557,16.7,1.5,2.87
2625.49999999,239.798,8,0.44,1.1
2626.19999998,136.903,17.6,1.27,3.51
2626.59999999,143.606,16,1.43,2.76
2626.8,140.296,17.5,1.21,3.34
2627.00000002,138.866,16.1,1.53,2.95
2627.19999998,145.322,17.2,1.13,3.11
2628.3,136.302,16.2,1.59,3.06
2629.3,214.343,10.5,0.62,1.27
2629.3,146.003,17.2,1.12,3.08
2629.50000001,151.237,16.2,1.05,2.86
2629.79999999,165.86,12.8,1.05,2.1
2629.99999998,142.881,16.6,1.45,2.78
2630.00000001,153.759,15.6,1.02,2.76
2630.39999999,129.162,18,1.79,3.38
2631.3,123.133,19.6,1.99,3.69
2631.40000001,144.634,17.3,1.14,3.14
2631.50000001,190.537,12,0.68,1.77
2631.50000001,177.079,14.3,0.93,1.83
2631.50000001,135.772,17.8,1.29,3.57
2631.80000002,136.327,17.7,1.28,3.54
2632.5,148.845,15.8,1.33,2.57
2632.69999999,172.182,13.7,0.98,1.94
2632.90000001,138.356,16.9,1.55,2.96
2633,146.391,16.4,1.38,2.65
2633.39999998,132.677,17.9,1.35,3.74
2633.39999999,123.368,19.4,1.98,3.68
2633.60000002,205.875,10.1,0.67,1.38
2633.70000002,148.838,16.8,1.08,2.96
2633.80000001,183.263,12.9,0.86,1.72
2634,173.136,12.6,0.82,2.15
2634,146.694,17.1,1.11,3.05
2634.30000001,157.43,14.4,0.98,2.62
2634.5,188.511,12.4,0.81,1.63
2634.69999999,154.991,15,1.22,2.38
2634.79999998,128.165,18.1,1.82,3.43
2634.9,172.004,12.7,0.83,2.18
2634.9,160.632,15.6,1.14,2.21
2635.10000002,148.102,16.9,1.09,2.99
2635.29999998,152.006,16.1,1.04,2.83
2635.30000001,149.57,16.7,1.07,2.93
2635.4,153.921,15.2,1.02,2.75
2635.4,132.165,17.9,1.36,3.77
2635.59999999,236.824,8.5,0.45,1.13
2635.70000001,137.629,16.3,1.56,3
2635.80000001,123.966,18.5,1.95,3.66
2636,147.393,17,1.1,3.02
2636,129.304,18,1.42,3.94
2636.09999999,154.731,15.2,1.01,2.72
2636.20000001,131.659,18,1.37,3.8
2636.99999999,158.296,14.3,0.97,2.59
2637.3,261.804,8.7,0.41,0.86
2637.49999999,143.393,16.6,1.44,2.76
2637.59999999,207.416,10.1,0.66,1.36
2637.59999999,168.275,12.8,1.02,2.04
2637.59999999,138.085,16.3,1.55,2.98
2637.60000001,186.219,12.3,0.83,1.67
2638.00000002,128.831,18.1,1.43,3.97
2638.4,128.201,17.4,1.81,3.44
2638.60000001,171.33,13.7,0.99,1.96
2639.10000001,145.846,16.4,1.39,2.67
2639.50000002,176.425,12.5,0.79,2.07
2639.60000001,143.893,16.6,1.43,2.74
2640.00000001,161.336,15.6,1.13,2.19
2640.60000001,213.764,9.2,0.55,1.39
2640.7,164.883,15.3,1.08,2.1
2640.7,123.697,19.4,1.97,3.66
2641.00000001,170.892,12.9,0.84,2.21
2641.10000001,138.547,16.3,1.54,2.96
2641.49999998,141.044,16.8,1.49,2.85
2641.7,123.46,19.6,1.98,3.67
2642.1,139.336,16.1,1.52,2.93
2642.2,143.323,17.4,1.16,3.2
2642.39999998,138.508,17.7,1.24,3.43
2642.50000001,166.663,12.8,1.04,2.08
2642.6,126.879,17.6,1.85,3.51
2642.79999999,159.2,14.2,0.96,2.56
2643.30000002,138.804,17,1.54,2.94
2643.79999999,155.55,15.1,1,2.69
2643.90000001,227.896,10.4,0.48,1.23
2644.19999999,155.384,15.4,1,2.7
2644.5,150.311,16.6,1.06,2.9
2644.5,129.54,18,1.78,3.36
2644.5,123.593,19.2,1.97,3.67
2644.6,123.923,19.2,1.96,3.65
2644.90000001,169.781,13.1,0.85,2.24
2645.20000002,136.242,17.1,1.6,3.05
2645.29999998,142.68,17.5,1.17,3.23
2645.9,178.635,12.6,0.77,2.02
2646,131.161,18.1,1.38,3.83
2646.19999999,178.056,14.3,0.92,1.81
2647,139.097,17.7,1.23,3.4
2647.30000001,193.323,12.3,0.77,1.55
2647.4,169.11,12.8,1.01,2.02
2647.49999999,144.415,16.6,1.42,2.72
2647.49999999,137.929,17.8,1.25,3.46
2647.50000002,279.918,9.2,0.36,0.75
2647.59999999,134.685,17.9,1.31,3.63
2647.70000001,139.694,17.6,1.22,3.37
2647.80000001,146.939,16.4,1.37,2.63
2647.80000001,143.974,17.4,1.15,3.17
2647.99999999,152.786,16.1,1.03,2.8
2648.09999999,130.667,18.1,1.39,3.86
2648.3,160.098,14.1,0.95,2.53
2648.59999999,220.939,10.7,0.51,1.31
2648.60000001,133.401,17.2,1.67,3.18
2648.9,161.64,14.8,1.12,2.19
2648.9,134.152,18,1.32,3.66
2648.99999999,163.859,13.5,0.91,2.41
2649.20000001,173.078,13.8,0.97,1.92
2649.4,179.569,11.8,0.89,1.8
2649.60000001,128.57,17.5,1.8,3.42
2649.8,164.838,13.4,0.9,2.38
2649.8,135.225,17.9,1.3,3.6
2649.99999999,155.373,15.8,1.22,2.36
2650.19999998,165.668,15.3,1.07,2.08
2650.20000001,175.225,12.7,0.8,2.1
2650.60000001,167.478,12.8,1.03,2.06
2650.69999998,133.61,18,1.33,3.69
2650.8,141.535,16.8,1.48,2.83
2651.39999999,283.81,9.1,0.35,0.73
2651.7,193.331,12.1,0.66,1.72
2651.90000002,162.074,15.6,1.12,2.17
2652.6,171.815,14.6,0.99,1.94
2652.6,124.017,19.5,1.96,3.64
2652.7,127.224,17.6,1.84,3.49
2653.2,145.308,16.4,1.4,2.69
2653.2,130.166,18.2,1.4,3.89
2653.39999999,156.009,15.8,1.21,2.34
2653.50000001,126.832,18.3,1.86,3.5
2653.7,137.34,17.9,1.26,3.49
2653.79999999,179.011,14.3,0.91,1.79
2654.1,209.578,9.8,0.57,1.45
2654.29999999,153.576,16,1.02,2.77
2654.30000002,139.272,17,1.53,2.92
2654.39999998,189.692,12.3,0.8,1.61
2655.29999999,168.712,13.2,0.86,2.27
2655.29999999,157.255,14.8,0.98,2.63
2655.90000001,180.759,13.9,0.89,1.76
2656.10000002,161.008,14,0.94,2.5
2656.20000002,129.685,18.2,1.41,3.92
2656.29999998,156.214,15.3,0.99,2.67
2656.40000001,151.064,16.6,1.05,2.87
2656.59999999,142.046,17.6,1.18,3.26
2657.59999999,147.497,16.5,1.36,2.61
2657.70000001,174.05,12.8,0.81,2.13
2658,149.424,15.8,1.32,2.55
2658.4,139.811,16.1,1.51,2.91
2658.69999998,150.007,15.9,1.31,2.53
2658.9,161.935,13.8,0.93,2.47
2658.9,158.118,14.7,0.97,2.6
2659.20000001,154.565,15.5,1.01,2.73
2659.9,172.706,14.6,0.98,1.92
2659.99999999,144.27,16.3,1.42,2.73
2660.09999999,148.041,16.4,1.35,2.59
2660.69999998,272.572,9.2,0.38,0.79
2660.69999998,129.208,18.3,1.42,3.95
2660.8,123.789,19.7,1.97,3.65
2660.99999999,187.355,12.3,0.82,1.65
2660.99999999,180.589,11.8,0.88,1.78
2661.10000001,166.467,15.4,1.06,2.06
2661.20000001,162.876,13.7,0.92,2.44
2661.3,183.897,13.9,0.86,1.7
2661.7,133.09,18.1,1.34,3.72
2661.89999999,139.747,17,1.52,2.9
2662.3,225.329,10.7,0.49,1.26
2662.40000002,208.93,10,0.65,1.34
2662.40000002,128.737,18.3,1.43,3.98
2662.50000001,169.957,12.8,1,2
2663.39999999,155.218,15.7,1,2.71
2663.49999998,142.031,16.9,1.47,2.81
2663.7,144.943,16.7,1.41,2.7
2663.7,142.516,16.8,1.46,2.79
2663.89999999,162.822,15.7,1.11,2.15
2663.89999999,160.932,14.9,1.13,2.21
2663.9,124.35,19.5,1.95,3.62
2664.2,128.941,17.5,1.79,3.4
2664.29999999,127.585,17.6,1.83,3.47
2664.50000001,188.026,13.5,0.82,1.63
2664.50000001,176.253,12.8,0.93,1.86
2664.6,151.83,16.5,1.04,2.84
2664.79999999,246.127,7.3,0.42,1.04
2665.3,125.541,18.4,1.9,3.57
2665.6,123.235,19.8,1.99,3.68
2665.6,132.573,18.1,1.35,3.75
2665.89999998,136.215,18,1.28,3.55
2665.99999999,124.256,19.3,1.95,3.63
2666.49999998,136.775,17.9,1.27,3.52
2666.80000001,128.316,17.7,1.81,3.43
2667,135.661,18,1.29,3.58
2667.19999999,152.627,16.4,1.03,2.81
2667.2,124.287,18.6,1.94,3.64
2667.30000001,131.558,18.2,1.37,3.81
2667.5,132.063,18.2,1.36,3.78
2667.60000001,123.266,19.1,1.98,3.69
2668.30000001,181.626,11.8,0.87,1.76
2668.30000001,173.991,13.7,0.96,1.9
2668.59999999,217.264,9.9,0.53,1.35
2668.60000002,148.609,16.5,1.34,2.57
2669.4,124.919,19.3,1.93,3.59
2669.69999998,179.903,12.5,0.76,1.99
2669.80000001,140.173,17.8,1.21,3.35
2669.99999999,127.949,17.6,1.82,3.45
2670.2,122.952,19.1,1.99,3.71
2670.29999998,211.641,9.5,0.56,1.42
2670.4,167.248,15.4,1.05,2.04
2670.4,143.749,16.3,1.43,2.75
2670.4,140.784,17.7,1.2,3.32
2670.49999999,135.115,18.1,1.3,3.61
2670.60000002,176.78,13.8,0.93,1.84
2671.10000001,180.02,14.3,0.9,1.77
2671.19999998,169.487,15,1.02,1.99
2672.20000001,141.404,17.7,1.19,3.29
2672.59999998,136.686,17.1,1.59,3.03
2672.70000001,140.273,16.1,1.5,2.89
2672.8,193.669,12.8,0.77,1.54
2673.59999998,146.553,17.4,1.11,3.06
2673.7,162.382,14.8,1.11,2.17
2674.00000001,156.044,15.7,0.99,2.68
2674.2,145.477,16.7,1.4,2.68
2674.7,145.847,17.5,1.12,3.09
2674.90000002,139.571,17.9,1.22,3.38
2674.99999998,145.169,17.5,1.13,3.12
2675.09999998,158.997,14.6,0.96,2.57
2675.1,242.898,7.7,0.43,1.07
2675.2,131.049,18.3,1.38,3.84
2675.50000001,129.8,17.8,1.77,3.35
2675.7,145.16,16,1.4,2.7
2676.2,130.556,18.4,1.39,3.87
2676.20000002,147.958,17.2,1.09,3
2676.50000001,201.497,11.5,0.61,1.58
2676.6,127.189,18.3,1.85,3.48
2677.1,147.251,17.3,1.1,3.03
2677.40000001,129.906,18,1.77,3.34
2677.40000001,130.07,18.4,1.4,3.9
2677.5,130.184,17.8,1.76,3.33
2677.5,129.422,17.7,1.78,3.37
2678.10000001,122.76,18.6,1.99,3.73
2678.40000001,190.853,12.2,0.79,1.59
2678.6,124.121,19.7,1.96,3.63
2678.70000002,196.439,11,0.74,1.51
2679.3,124.686,19.5,1.94,3.6
2679.30000001,140.756,16.1,1.49,2.87
2679.5,258.839,7.2,0.38,0.94
2679.59999999,124.592,19.3,1.94,3.61
2680.09999999,170.105,14.6,1.01,1.98
2680.10000001,123.563,19.9,1.98,3.66
2680.30000001,128.684,17.7,1.8,3.41
2680.4,129.589,18.4,1.41,3.93
2680.5,159.891,14.5,0.95,2.54
2680.60000002,129.111,18.5,1.42,3.96
2680.9,130.571,17.8,1.75,3.31
2681.70000001,252.237,7.2,0.4,0.99
2681.8,174.918,13.7,0.95,1.88
2682.09999999,141.245,16.2,1.48,2.85
2682.10000002,138.978,17.9,1.23,3.41
2682.4,143.023,16.9,1.45,2.77
2682.69999998,144.631,16,1.41,2.72
2682.8,170.819,12.8,0.99,1.98
2682.8,168.071,15.4,1.04,2.02
2682.8,151.974,16.4,1.28,2.46
2683.1,125.261,19.4,1.92,3.57
2683.20000001,187.67,12.9,0.82,1.64
2683.49999999,170.343,15,1.01,1.97
2683.49999999,169.253,14.6,1.02,2
2683.50000002,134.562,18.2,1.31,3.64
2683.8,157.06,15.2,0.98,2.64
2683.8,128.63,18.6,1.43,3.99
2684.2,148.675,17.2,1.08,2.97
2684.8,134.028,18.2,1.32,3.67
2684.90000002,157.941,15,0.97,2.61
2685.09999998,140.226,17,1.51,2.88
2685.09999998,129.045,17.7,1.79,3.39
2685.10000001,133.504,18.3,1.33,3.7
2685.3,143.19,17.7,1.16,3.21
2685.59999998,143.234,16.3,1.44,2.77
2685.99999998,129.317,17.5,1.78,3.38
2686.2,149.402,17.1,1.07,2.94
2686.30000001,125.888,18.5,1.89,3.55
2686.30000002,149.185,16.5,1.33,2.55
2686.49999998,150.911,16.9,1.05,2.88
2686.7,203.318,11.3,0.6,1.55
2687.1,146.015,16.7,1.39,2.66
2687.30000002,128.534,18.2,1.81,3.41
2688.40000001,154.379,15.9,1.01,2.74
2688.60000003,150.162,17,1.06,2.91
2688.79999999,137.225,18.1,1.26,3.5
2689.1,188.832,12.9,0.81,1.62
2689.69999999,130.948,17.8,1.74,3.29
2689.90000001,256.566,9.7,0.43,0.89
2690,143.536,16.9,1.44,2.75
2690.19999999,137.798,18.1,1.25,3.47
2690.59999999,125.025,19.6,1.93,3.58
2690.69999999,156.676,15.8,1.2,2.32
2690.69999999,132.985,18.3,1.34,3.73
2691,151.364,16.3,1.29,2.48
2691,138.377,18,1.24,3.44
2691.30000001,185.911,11.8,0.83,1.68
2691.4,132.47,18.4,1.35,3.76
2691.5,142.535,17.8,1.17,3.24
2691.5,141.901,17.9,1.18,3.27
2691.80000001,232.731,10.6,0.46,1.18
2692.09999999,182.245,12.5,0.74,1.94
2692.09999999,130.291,18.1,1.76,3.32
2692.09999999,128.893,18.2,1.8,3.39
2692.29999998,152.569,16.3,1.27,2.44
2692.49999999,215.491,9.5,0.54,1.37
2692.49999999,167.667,13.4,0.87,2.3
2693.19999998,190.349,13.4,0.8,1.59
2693.3,124.455,19.8,1.95,3.61
2693.4,290.412,8,0.3,0.75
2693.59999999,153.192,16.4,1.26,2.42
2693.90000003,130.457,18.6,1.39,3.88
2694.20000001,142.723,16.2,1.45,2.79
2694.60000001,146.541,16.7,1.38,2.64
2694.8,144.502,17.6,1.14,3.15
2695.00000002,151.674,16.8,1.04,2.85
2695.20000001,131.445,18.5,1.37,3.82
2695.59999998,130.947,18.5,1.38,3.85
2695.7,131.948,18.5,1.36,3.79
2696.09999998,165.626,13.6,0.89,2.36
2696.10000001,125.605,19.4,1.91,3.55
2696.2,168.907,15.4,1.03,2
2696.2,166.637,13.5,0.88,2.33
2696.3,168.674,15,1.03,2.01
2696.39999999,143.841,17.7,1.15,3.18
2697.39999999,126.237,18.5,1.88,3.53
2697.6,144.055,16.9,1.43,2.73
2697.6,130.729,17.3,1.74,3.31
2697.7,225.924,11.1,0.56,1.14
2697.80000002,191.228,12.8,0.79,1.58
2698.00000001,127.55,18.4,1.84,3.46
2699.00000001,205.197,11,0.59,1.52
2699.1,171.696,12.8,0.98,1.96
2699.2,158.817,14.9,0.96,2.58
2699.30000002,194.591,12.3,0.76,1.53
2699.69999999,172.553,12.8,0.97,1.94
2700.6,160.819,14.3,0.94,2.51
2700.69999999,190.233,12.5,0.68,1.78
2700.69999999,177.749,13.8,0.92,1.82
2700.79999999,227.964,11.1,0.55,1.12
2700.79999999,129.971,18.6,1.4,3.91
2701.10000002,163.134,14.8,1.1,2.15
2701.20000002,136.102,18.2,1.28,3.56
2701.5,199.722,11.8,0.62,1.61
2701.69999999,152.449,16.8,1.03,2.82
2701.79999998,141.738,16.2,1.47,2.83
2702.5,248.258,9.9,0.46,0.95
2702.70000001,153.414,16.3,1.02,2.78
2703,136.661,18.2,1.27,3.53
2703.09999999,155.854,16,0.99,2.69
2703.20000001,232.208,11.1,0.53,1.08
2703.30000001,175.858,13.8,0.94,1.86
2703.4,149.765,16.6,1.32,2.53
2703.4,137.133,17.1,1.58,3.01
2703.4,125.843,19.2,1.9,3.54
2703.99999999,135.536,18.3,1.29,3.59
2704.1,125.368,19.6,1.92,3.56
2704.3,154.216,16.2,1.01,2.75
2704.4,131.34,17.9,1.73,3.27
2705.20000001,131.108,17.3,1.73,3.29
2705.70000001,145.697,16,1.39,2.68
2705.90000002,129.48,18.7,1.41,3.94
2706.09999998,147.093,16.8,1.37,2.62
2707.09999998,129.006,18.8,1.42,3.97
2707.39999999,163.637,13.9,0.91,2.42
2707.49999999,129.267,18.2,1.79,3.37
2707.59999998,156.887,15.5,0.98,2.65
2707.59999999,125.952,19.4,1.9,3.53
2707.99999998,140.051,18.1,1.21,3.36
2708.60000001,173.457,12.8,0.96,1.92
2708.60000001,169.752,15.4,1.02,1.98
2708.60000001,164.611,13.8,0.9,2.39
2708.7,130.679,18.1,1.75,3.3
2709.2,150.763,16.3,1.3,2.5
2709.2,124.781,19.8,1.94,3.59
2709.29999999,159.708,14.8,0.95,2.55
2709.50000001,134.454,18.4,1.31,3.65
2709.89999999,141.278,18,1.19,3.3
2710.1,181.764,13.8,0.88,1.74
2710.1,127.901,18.4,1.83,3.44
2710.2,140.66,18,1.2,3.33
2710.20000002,142.237,16.2,1.46,2.81
2710.40000001,161.744,14.2,0.93,2.48
2710.69999999,134.993,18.4,1.3,3.62
2711.00000001,164.669,14.9,1.08,2.11
2711.00000001,123.882,19.9,1.97,3.64
2711.6,259.565,9.6,0.42,0.87
2711.90000001,181.044,14.4,0.89,1.75
2711.90000001,163.895,14.9,1.09,2.13
2711.90000001,150.354,16.6,1.31,2.51
2711.90000001,126.192,19.2,1.89,3.52
2712.1,230.002,10.9,0.47,1.21
2712.1,149.024,16.2,1.33,2.56
2712.30000001,153.822,16.4,1.25,2.4
2712.69999999,157.744,15.4,0.97,2.62
2713.09999999,182.822,13.8,0.87,1.72
2714.20000001,133.399,18.5,1.33,3.71
2714.59999999,131.738,17.9,1.72,3.25
2714.69999998,215.35,12,0.62,1.25
2714.99999999,184.988,13.9,0.85,1.68
2715.10000002,147.652,16.8,1.36,2.6
2715.10000002,147.814,17.5,1.09,3.01
2715.2,125.702,19.6,1.91,3.54
2715.4,124.624,18.6,1.93,3.62
2715.59999999,133.923,18.5,1.32,3.68
2715.70000001,190.019,12.9,0.8,1.6
2715.99999999,218.911,12,0.6,1.21
2716.19999998,162.681,14.1,0.92,2.45
2716.40000003,155.027,16.1,1,2.72
2716.50000002,132.866,18.6,1.34,3.74
2716.59999999,172.09,15.1,0.99,1.93
2717.09999998,131.344,18.7,1.37,3.83
2718.3,183.714,11.8,0.85,1.72
2718.60000001,171.211,15.1,1,1.95
2718.8,132.354,18.7,1.35,3.77
2719.2,131.846,18.7,1.36,3.8
2719.40000002,184.804,11.8,0.84,1.7
2719.40000002,132.136,17.9,1.71,3.23
2719.49999998,207.123,10.7,0.58,1.49
2719.49999998,157.352,15.9,1.19,2.3
2719.60000001,182.089,14.4,0.88,1.73
2719.80000002,183.152,14.4,0.87,1.71
2720.30000002,130.849,18.8,1.38,3.86
2720.39999999,222.075,11.2,0.58,1.18
2720.79999996,276.17,9.2,0.37,0.77
2720.79999999,197.725,11,0.73,1.49
2721.39999998,145.033,17.8,1.13,3.13
2721.6,150.929,16.6,1.3,2.49
2721.7,154.863,16.5,1,2.73
2721.7,129.861,18.9,1.4,3.92
2722.19999999,167.843,15,1.04,2.03
2722.29999999,150.598,16,1.3,2.51
2722.40000001,138.259,18.3,1.24,3.45
2722.80000002,145.71,17.8,1.12,3.1
2723.30000001,128.91,19,1.42,3.98
2723.79999998,147.092,17.7,1.1,3.04
2723.80000001,148.53,17.5,1.08,2.98
2724.20000002,192.076,12.2,0.78,1.57
2724.29999998,177.395,12.8,0.78,2.05
2724.59999999,130.346,18.9,1.39,3.89
2724.79999998,172.904,13,0.82,2.16
2725.00000001,126.302,19.5,1.89,3.51
2725.10000001,125.121,19.8,1.93,3.57
2725.29999998,148.218,16.8,1.35,2.58
2725.4,170.968,14.6,1,1.96
2725.69999998,154.458,16.5,1.24,2.38
2726.4,137.682,18.3,1.25,3.48
2726.50000002,129.384,18.9,1.41,3.95
2726.59999999,138.843,18.2,1.23,3.42
2726.70000001,174.376,12.8,0.95,1.9
2726.9,191.565,13.4,0.79,1.57
2726.9,158.616,15.3,0.96,2.59
2727.10000002,261.92,7.6,0.37,0.92
2727.10000002,139.437,18.2,1.22,3.39
2727.20000001,146.397,17.7,1.11,3.07
2727.59999999,149.254,17.4,1.07,2.95
2727.8,272.791,7.9,0.34,0.85
2727.8,258.735,8.6,0.42,0.88
2728.3,129.646,18.3,1.78,3.35
2728.59999998,153.234,16.6,1.02,2.79
2728.89999999,128.268,18.4,1.82,3.42
2729.89999999,209.163,10.4,0.57,1.46
2729.90000002,213.323,9.9,0.55,1.4
2730.10000001,162.492,14.4,0.92,2.46
2730.2,236.148,9.4,0.45,1.14
2730.2,131.9,17.4,1.71,3.25
2730.79999999,134.644,17.3,1.64,3.12
2730.89999999,154.052,16.5,1.01,2.76
2730.90000002,131.503,17.4,1.72,3.27
2731.09999999,126.589,18.5,1.87,3.51
2731.10000001,167.023,15,1.05,2.05
2731.2,217.111,12,0.61,1.23
2731.39999999,172.986,15.1,0.98,1.91
2732.00000001,156.715,15.9,0.98,2.66
2732.2,155.684,16.4,0.99,2.7
2732.29999999,151.177,15.9,1.29,2.49
2732.6,173.862,15.1,0.97,1.89
2732.6,159.526,15.2,0.95,2.56
2732.99999998,151.532,16.7,1.29,2.47
2733.1,135.426,18.6,1.29,3.6
2733.29999999,148.45,16.2,1.34,2.58
2733.39999998,143.047,18.1,1.16,3.22
2733.6,134.884,18.7,1.3,3.63
2733.69999999,125.509,19.1,1.91,3.56
2733.80000002,129.694,17.5,1.77,3.36
2733.89999998,137.112,18.4,1.26,3.51
2734.1,136.534,18.5,1.27,3.54
2734.1,134.347,18.7,1.31,3.66
2734.20000001,123.084,18.7,1.98,3.71
2734.20000002,135.977,18.5,1.28,3.57
2734.29999999,133.802,18.7,1.32,3.69
2735.1,141.775,18.2,1.18,3.28
2736.20000002,220.188,11.2,0.59,1.2
2736.50000001,126.049,19.7,1.9,3.52
2736.79999998,187.194,13.9,0.83,1.64
2736.80000001,157.568,15.8,0.97,2.63
2737,186.131,12.5,0.71,1.86
2737.10000002,170.611,15.5,1.01,1.96
2737.10000002,171.746,13.2,0.83,2.19
2737.20000001,150.739,17.2,1.05,2.89
2737.4,170.641,13.3,0.84,2.22
2737.79999999,126.544,19.2,1.88,3.5
2737.99999999,129.766,19.1,1.4,3.93
2738.00000001,125.165,19.1,1.92,3.58
2738.20000001,126.641,19.5,1.88,3.49
2738.60000001,166.217,15,1.06,2.07
2738.70000001,142.406,18.1,1.17,3.25
2738.9,130.248,19.1,1.39,3.9
2738.99999999,250.973,9.8,0.45,0.93
2738.99999999,146.238,16.1,1.38,2.66
2739.00000001,123.399,18.7,1.97,3.69
2739.4,128.804,19.3,1.42,3.99
2739.49999999,130.738,19.1,1.38,3.87
2739.99999999,132.302,17.4,1.7,3.23
2740.20000001,151.519,17.1,1.04,2.86
2740.49999999,125.464,19.9,1.92,3.55
2740.50000002,155.738,16.5,1.22,2.34
2740.59999998,143.693,18,1.15,3.19
2740.7,165.423,14.9,1.07,2.09
2740.7,149.992,17.4,1.06,2.92
2741.19999997,189.196,13.5,0.81,1.61
2741.40000002,181.19,12.9,0.88,1.76
2741.59999998,155.105,16.5,1.23,2.36
2741.7,132.764,18.9,1.34,3.75
2742.2,131.745,18.9,1.36,3.81
2742.6,230.055,11.1,0.54,1.1
2742.6,132.251,18.9,1.35,3.78
2742.80000002,178.735,13.8,0.91,1.8
2742.89999999,146.767,16.1,1.37,2.64
2743.1,171.451,15.5,1,1.94
2743.1,124.824,19.1,1.93,3.6
2743.2,169.561,13.5,0.85,2.25
2743.2,130.064,17.5,1.76,3.34
2743.40000001,160.61,14.7,0.94,2.52
2743.50000001,163.441,14.3,0.91,2.43
2743.6,211.212,10.1,0.56,1.43
2743.7,144.367,17.9,1.14,3.16
2743.90000001,175.306,12.8,0.94,1.88
2744.00000001,124.963,18.6,1.92,3.6
2744.1,152.144,16.7,1.28,2.45
2744.20000002,133.28,18.8,1.33,3.72
2744.69999999,176.177,13,0.79,2.08
2744.79999999,131.231,19,1.37,3.84
2745.1,126.898,19.3,1.87,3.48
2745.40000001,129.288,19.2,1.41,3.96
2745.5,168.496,13.6,0.86,2.28
2746.19999999,281.194,8.1,0.32,0.8
2747.60000002,160.427,15.1,0.94,2.53
2748,132.54,18,1.7,3.21
2748.80000001,145.624,17,1.4,2.67
2749.2,127.255,19.3,1.86,3.46
2749.2,124.214,19.9,1.96,3.62
2749.3,134.222,17.3,1.65,3.14
2749.9,126.997,19.5,1.87,3.47
2749.99999999,235.555,10.2,0.45,1.15
2750.09999999,152.291,17.1,1.03,2.83
2750.4,191.762,12.3,0.67,1.75
2750.9,130.151,19.3,1.39,3.91
2751.39999999,147.323,16.1,1.36,2.62
2751.39999999,141.153,18.3,1.19,3.31
2751.5,126.4,19.7,1.89,3.5
2751.99999999,129.655,19.4,1.4,3.94
